Sample in Buffer,Sample in Window,TRIGGER,inst_dsp_top/fraser_user_code/U0/mux_en[0:0],inst_dsp_top/fraser_user_code/U0/s_axis_tdata[0:0],inst_dsp_top/fraser_user_code/m_axis_tdata[15:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,UNSIGNED
1947,1947,0,1,1,63531
1948,1948,0,1,1,63531
1949,1949,0,1,1,63531
1950,1950,0,1,1,63531
1951,1951,0,1,1,63531
1952,1952,0,1,1,63531
1953,1953,0,1,1,63531
1954,1954,0,1,1,65487
1955,1955,0,1,1,1602
1956,1956,0,1,1,157
1957,1957,0,1,1,63546
1958,1958,0,1,1,65193
1959,1959,0,1,1,1967
1960,1960,0,1,1,1967
1961,1961,0,1,1,1967
1962,1962,0,1,1,1967
1963,1963,0,1,1,1967
1964,1964,0,1,1,1967
1965,1965,0,1,1,1967
1966,1966,0,1,1,1967
1967,1967,0,1,1,1967
1968,1968,0,1,1,343
1969,1969,0,1,1,1984
1970,1970,0,1,1,65242
1971,1971,0,1,1,63139
1972,1972,0,1,1,49
1973,1973,0,1,1,2006
1974,1974,0,1,1,118
1975,1975,0,1,1,118
1976,1976,0,1,1,118
1977,1977,0,1,1,118
1978,1978,0,1,1,118
1979,1979,0,1,1,118
1980,1980,0,1,1,118
1981,1981,0,1,1,118
1982,1982,0,1,1,118
1983,1983,0,1,1,63139
1984,1984,0,1,1,65300
1985,1985,0,1,1,2378
1986,1986,0,1,1,469
1987,1987,0,1,1,63190
1988,1988,0,1,1,64952
1989,1989,0,1,1,64952
1990,1990,0,1,1,64952
1991,1991,0,1,1,64952
1992,1992,0,1,1,64952
1993,1993,0,1,1,64952
1994,1994,0,1,1,64952
1995,1995,0,1,1,64952
1996,1996,0,1,1,64952
1997,1997,0,1,1,2300
1998,1998,0,1,1,810
1999,1999,0,1,1,63293
2000,2000,0,1,1,64562
2001,2001,0,1,1,2532
2002,2002,0,1,1,1081
2003,2003,0,1,1,63444
2004,2004,0,1,1,63444
2005,2005,0,1,1,63444
2006,2006,0,1,1,63444
2007,2007,0,1,1,63444
2008,2008,0,1,1,63444
2009,2009,0,1,1,63444
2010,2010,0,1,1,63444
2011,2011,0,1,1,63444
2012,2012,0,1,1,64300
2013,2013,0,1,1,1999
2014,2014,0,1,1,1613
2015,2015,0,1,1,63328
2016,2016,0,1,1,63966
2017,2017,0,1,1,65379
2018,2018,0,1,1,65379
2019,2019,0,1,1,65379
2020,2020,0,1,1,65379
2021,2021,0,1,1,65379
2022,2022,0,1,1,65379
2023,2023,0,1,1,65379
2024,2024,0,1,1,65379
2025,2025,0,1,1,65379
2026,2026,0,1,1,3188
2027,2027,0,1,1,391
2028,2028,0,1,1,62374
2029,2029,0,1,1,64990
2030,2030,0,1,1,2733
2031,2031,0,1,1,747
2032,2032,0,1,1,62876
2033,2033,0,1,1,62876
2034,2034,0,1,1,62876
2035,2035,0,1,1,62876
2036,2036,0,1,1,62876
2037,2037,0,1,1,62876
2038,2038,0,1,1,62876
2039,2039,0,1,1,62876
2040,2040,0,1,1,62876
2041,2041,0,1,1,64592
2042,2042,0,1,1,2588
2043,2043,0,1,1,1135
2044,2044,0,1,1,62646
2045,2045,0,1,1,64029
2046,2046,0,1,1,2781
2047,2047,0,1,1,2781
